system_code,location_code,location_name,Managed_by_name,location_type_description,Location_Category_Description,primary_address_line_1,Website,PTO Website,PTO or Parent Coordinator contact availible?,Contact Pos,If_Contacted,If_Responded,Community_district,Council-district,Census_tract,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Police_precinct
32K347,K347,I.S. 347 School of Humanities,DOE,General Academic,Junior High-Intermediate-Middle,35 STARR STREET,https://is347k.echalksites.com/,,0,,0,,304,34,42300,BK78,Bushwick South,JOHN BARBELLA,Principal,718-821-4248,718-821-1332,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,83
32K349,K349,"I.S. 349 Math, Science & Tech.",DOE,General Academic,Junior High-Intermediate-Middle,35 STARR STREET,https://www.is349.org/,https://www.is349.org/apps/pages/index.jsp?uREC_ID=1704177&type=d&pREC_ID=1866716,1,PTA General,1,,304,34,42300,BK78,Bushwick South,Roxana Toro,I.A. Principal,718-418-6389,718-418-6146,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,83
13K351,K351,The Urban Assembly Unison School,DOE,General Academic,Junior High-Intermediate-Middle,170 GATES AVENUE,https://www.uaunisonschool.org/,https://www.uaunisonschool.org/current-families,0,,0,,302,35,23100,BK69,Clinton Hill,Emily Jarrell,Principal,718-399-1061,718-857-0548,13,13,COMMUNITY SCHOOL DISTRICT 13,"SAMUELS, KAMAR",NYCDOE Citywide Office - Affinity Schools,NULL,88
17K352,K352,Ebbets Field Middle School,DOE,General Academic,Junior High-Intermediate-Middle,46 MCKEEVER PLACE,https://efms352.org/,https://efms352.org/OurParents.htm,1,PTA General,1,,309,35,32500,BK63,Crown Heights South,JEANNE ROWE,I.A. Principal,718-941-5097,718-284-7973,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,71
02M089,M089,P.S. 89,DOE,General Academic,Elementary,201 WARREN STREET,https://www.ps89.org/,https://www.ps89.org/parents,1,PTA General,1,,101,1,31703,MN25,Battery Park City-Lower Manhattan,VERONICA NAJJAR,Principal,212-571-5659,212-571-0739,2,2,COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",NYCDOE Borough Office - Manhattan,"CHU, YUET",1
05M092,M092,P.S. 092 Mary McLeod Bethune,DOE,General Academic,Elementary,222 WEST 134 STREET,,,0,,0,,110,9,22600,MN03,Central Harlem North-Polo Grounds,ROSA DAVILA,Principal,212-690-5915,212-690-5920,5,5,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",NYCDOE Borough Office - Manhattan,"CHU, YUET",32
75M094,M094,P.S. M094,DOE,Special Education,K-12 all grades,55 BATTERY PLACE,https://www.p94m.org/,https://www.p94m.org/blank-8,1,PTA General,1,-1,101,1,31704,MN25,Battery Park City-Lower Manhattan,JEANNE BRADLEY,Principal,212-266-5810,212-266-5811,2,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,1
04M096,M096,P.S. 096 Joseph Lanzetta,DOE,General Academic,K-8,216 EAST 120 STREET,http://www.ps96act.com/,,0,,0,,111,8,19400,MN34,East Harlem North,James Konstantinakos,I.A. Principal,212-860-5851,212-860-6074,4,4,COMMUNITY SCHOOL DISTRICT 04,"ESTRELLA, ALEXANDRA",NYCDOE Borough Office - Manhattan,"CHU, YUET",25
06M098,M098,P.S. 098 Shorac Kappock,DOE,General Academic,Elementary,512 WEST 212 STREET,https://www.ps98m.org/,,0,,0,,112,10,30300,MN01,Marble Hill-Inwood,MARITZA RODRIGUEZ,Principal,212-927-7870,212-569-1827,6,6,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",34
84M100,M100,Neighborhood Charter School of Harlem,Charter,General Academic,K-8,691 St Nicholas Avenue,https://ncschools.org/,,0,,0,,109,7,227,MN04,Hamilton Heights,Brett Gallini,Principal,646-701-7117,NULL,6,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,30
04M102,M102,P.S. 102 Jacques Cartier,DOE,General Academic,Elementary,315 EAST 113 STREET,https://www.ps102m.org/,,0,,0,,111,8,18000,MN34,East Harlem North,GAYNELL TAYLOR,Principal,212-860-5834,212-860-6076,4,4,COMMUNITY SCHOOL DISTRICT 04,"ESTRELLA, ALEXANDRA",NYCDOE Borough Office - Manhattan,"CHU, YUET",23
17K353,K353,Elijah Stroud Middle School,DOE,General Academic,Junior High-Intermediate-Middle,750 CLASSON AVENUE,https://www.elijahstroudmiddleschool.com/,,0,,0,,308,35,21500,BK64,Prospect Heights,Tricia Delauney,Principal,718-638-3067,718-638-3515,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,77
02M104,M104,J.H.S. 104 Simon Baruch,DOE,General Academic,Junior High-Intermediate-Middle,330 EAST  21 STREET,https://www.ms104.com/,https://www.ms104.com/pta,1,PTA General,1,,106,2,6400,MN21,Gramercy,Rocco Macri,Principal,212-674-4545,212-477-2205,2,2,COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",NYCDOE Borough Office - Manhattan,"CHU, YUET",13
17K354,K354,The School of Integrated Learning,DOE,General Academic,Junior High-Intermediate-Middle,1224 PARK PLACE,https://ms354.com/,,0,,0,,308,36,34300,BK61,Crown Heights North,MONIQUE CAMPBELL,Principal,718-774-0362,718-774-0521,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,77
01M110,M110,P.S. 110 Florence Nightingale,DOE,General Academic,Elementary,285 DELANCY STREET,https://ps110.org/home,,0,,0,,103,1,1200,MN28,Lower East Side,KAREN FEUER,Principal,212-674-2690,212-475-5835,1,1,COMMUNITY SCHOOL DISTRICT 01,"CHAN, CARRY",NYCDOE Borough Office - Manhattan,"CHU, YUET",7
02M111,M111,P.S. 111 Adolph S. Ochs,DOE,General Academic,Elementary,440 WEST  53 STREET,http://www.ps111adolphsochs.org/,https://www.111pta.org/,1,PTA General,1,,104,3,13300,MN15,Clinton,Edward Gilligan,Principal,212-582-7420,212-245-7236,2,2,COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",NYCDOE Borough Office - Manhattan,"CHU, YUET",18
22K361,K361,P.S. 361 East Flatbush Early Childhood School,DOE,General Academic,Elementary,1957 NOSTRAND AVENUE,https://ps361k.echalksites.com/,,0,,0,,317,45,78800,BK42,Flatbush,Tiffany Frazier,Principal,718-941-2800,718-940-3098,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,67
02M114,M114,East Side Middle School,DOE,General Academic,Junior High-Intermediate-Middle,331 EAST 91ST STREET,https://www.esms.org/,https://www.esms.org/contact_pta__via_email,1,PTA General,1,,108,5,15400,MN32,Yorkville,DAVID GETZ,Principal,212-360-0114,212-360-0121,2,2,COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",NYCDOE Borough Office - Manhattan,"CHU, YUET",19
06M115,M115,P.S. 115 Alexander Humboldt,DOE,General Academic,Elementary,586 WEST 177 STREET,https://www.ps115m.org/,,0,,0,,112,10,26100,MN36,Washington Heights South,Boris Consuegra,Principal,212-927-9233,212-795-4051,6,6,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",33
02M116,M116,P.S. 116 Mary Lindley Murray,DOE,General Academic,Elementary,210 EAST  33 STREET,https://www.ps116.org/,https://www.ps116pta.com/,1,PTA General,1,,106,2,7000,MN20,Murray Hill-Kips Bay,JANE HSU,Principal,212-685-4366,212-696-1009,2,2,COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",NYCDOE Borough Office - Manhattan,"CHU, YUET",17
23K363,K363,Brownsville Collaborative Middle School,DOE,General Academic,Junior High-Intermediate-Middle,85 WATKINS STREET,https://bcmsbengals.com/,,0,,0,,316,37,90600,BK81,Brownsville,GREGORY JACKSON,Principal,718-495-1202,718-495-1208,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,NULL,73
02M124,M124,P.S. 124 Yung Wing,DOE,General Academic,Elementary,40 DIVISION STREET,https://www.ps124m.org/,https://www.ps124m.org/pta,1,PTA General,1,,103,1,1600,MN27,Chinatown,ALICE HOM,Principal,212-966-7237,212-219-3069,2,2,COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",NYCDOE Borough Office - Manhattan,"CHU, YUET",5
05M125,M125,P.S. 125 Ralph Bunche,DOE,General Academic,Elementary,425 WEST 123 STREET,http://www.ralphbuncheschool.org/home,https://www.ps125pa.org/,1,PTA General,1,,109,7,20901,MN09,Morningside Heights,Reginald Higgins,Principal,212-666-6400,212-749-1291,5,5,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",NYCDOE Borough Office - Manhattan,"CHU, YUET",26
02M126,M126,P.S. 126 Jacob August Riis,DOE,General Academic,K-8,80 CATHERINE STREET,https://www.ps126mat.org/,https://www.ps126mat.org/parent-association,1,PTA General,1,,103,1,2500,MN27,Chinatown,Carlos Romero,Principal,212-962-2188,212-349-7342,2,2,COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",NYCDOE Borough Office - Manhattan,"CHU, YUET",5
06M128,M128,P.S. 128 Audubon,DOE,General Academic,Elementary,560 WEST 169 STREET,https://www.ps128m.org/,,0,,0,,112,10,25100,MN36,Washington Heights South,CARY PANTALEON,Principal,212-927-0607,212-781-8002,6,6,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",33
05M129,M129,P.S. 129 John H. Finley,DOE,General Academic,K-8,425 WEST 130 STREET,https://www.johnhfinley.org/,,0,,0,,109,9,21703,MN06,Manhattanville,ODELPHIA PIERRE,Principal,212-690-5932,212-690-5934,5,5,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",NYCDOE Borough Office - Manhattan,"CHU, YUET",26
02M130,M130,P.S. 130 Hernando De Soto,DOE,General Academic,Elementary,143 BAXTER STREET,https://www.ps130m.org/,https://www.ps130m.org/parents,0,,0,,102,1,4100,MN24,SoHo-TriBeCa-Civic Center-Little Italy,Renny Fong,Principal,212-226-8072,212-431-5524,2,2,COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",NYCDOE Borough Office - Manhattan,"CHU, YUET",5
19K364,K364,I.S. 364 Gateway,DOE,General Academic,Junior High-Intermediate-Middle,1426 FREEPORT LOOP,https://sites.google.com/gatewayis364.org/gatewayis364/home,https://sites.google.com/gatewayis364.org/gatewayis364/pta-meeting?authuser=0,0,,0,,305,42,105804,BK93,Starrett City,Nicole Fraser Edmund,Principal,718-642-3007,718-642-8516,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,75
06M132,M132,P.S. 132 Juan Pablo Duarte,DOE,General Academic,Elementary,185 WADSWORTH AVENUE,https://ps132m.org/,,0,,0,,112,10,27100,MN35,Washington Heights North,Wendy Poveda,I.A. Principal,212-927-7857,212-568-8163,6,6,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",34
05M133,M133,P.S. 133 Fred R Moore,DOE,General Academic,Elementary,2121 5 AVENUE,https://www.ps133school.org/,https://www.ps133school.org/Parent-Association,0,,0,,111,9,20600,MN03,Central Harlem North-Polo Grounds,Nazda Palchik Medina,Principal,212-690-5936,212-690-5939,5,5,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",NYCDOE Borough Office - Manhattan,"CHU, YUET",25
01M134,M134,P.S. 134 Henrietta Szold,DOE,General Academic,Elementary,293 EAST BROADWAY,https://ps134.org/,https://ps134.org/pta/,1,PTA General,1,,103,1,202,MN28,Lower East Side,ROBERT PERALES,I.A. Principal,212-673-4470,212-475-6142,1,1,COMMUNITY SCHOOL DISTRICT 01,"CHAN, CARRY",NYCDOE Borough Office - Manhattan,"CHU, YUET",7
75M138,M138,P.S. 138,DOE,Special Education,K-12 all grades,144-176 EAST 128 STREET,https://www.ps138m.org/,,0,,0,,111,9,24200,MN34,East Harlem North,Gregg Soulette,Principal,212-369-2227,212-427-6608,5,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,25
01M140,M140,P.S. 140 Nathan Straus,DOE,General Academic,K-8,123 RIDGE STREET,,,0,,0,,103,1,2201,MN28,Lower East Side,MELISSA RODRIGUEZ,Principal,212-677-4680,212-677-3907,1,1,COMMUNITY SCHOOL DISTRICT 01,"CHAN, CARRY",NYCDOE Borough Office - Manhattan,"CHU, YUET",7
01M142,M142,P.S. 142 Amalia Castro,DOE,General Academic,Elementary,100 ATTORNEY STREET,https://www.ps142m.org/,https://www.ps142m.org/pta.html,0,,0,,103,1,1402,MN28,Lower East Side,DAPHNA GUTMAN,Principal,212-598-3800,212-598-3810,1,1,COMMUNITY SCHOOL DISTRICT 01,"CHAN, CARRY",NYCDOE Borough Office - Manhattan,"CHU, YUET",7
18K366,K366,The Science And Medicine Middle School,DOE,General Academic,Junior High-Intermediate-Middle,965 EAST 107TH STREET,https://www.ms366.org/,https://www.ms366.org/apps/pages/index.jsp?uREC_ID=1493083&type=d&pREC_ID=1638350,1,PTA General,1,,318,46,98400,BK50,Canarsie,DENNIS HERRING JR,Principal,718-688-6400,718-688-6401,18,18,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,69
03M145,M145,"P.S. 145, The Bloomingdale School",DOE,General Academic,Elementary,150 WEST 105 STREET,https://www.ps145m.org/,https://www.ps145m.org/parent-corner/pta,0,,0,,107,7,18900,MN12,Upper West Side,Dr. Natalia Russo,Principal,212-678-2857,212-222-4610,3,3,COMMUNITY SCHOOL DISTRICT 03,"LOUGHLIN, CHRISTINE",NYCDOE Borough Office - Manhattan,"CHU, YUET",24
04M146,M146,P.S. 146 Ann M. Short,DOE,General Academic,Elementary,421 EAST 106 STREET,https://ps146.org/,https://ps146.org/for-parents/pta/,1,PTA General,1,-1,111,8,16200,MN33,East Harlem South,MONA SILFEN,Principal,212-860-5877,212-860-6078,4,4,COMMUNITY SCHOOL DISTRICT 04,"ESTRELLA, ALEXANDRA",NYCDOE Borough Office - Manhattan,"CHU, YUET",23
05M148,M148,Eagle Academy for Young Men of Harlem,DOE,General Academic,Secondary School,6 EDGECOMBE AVENUE,https://www.eagleharlem.org/,https://www.eagleharlem.org/apps/pages/index.jsp?uREC_ID=433147&type=d&pREC_ID=792570,1,PTA General,1,,110,9,22102,MN03,Central Harlem North-Polo Grounds,Mahaliel H. Bethea II,Principal,212-694-6051,212-694-6053,5,5,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",NYCDOE Borough Office - Manhattan,"CHU, YUET",32
03M149,M149,P.S. 149 Sojourner Truth,DOE,General Academic,K-8,41 WEST 117 STREET,https://sites.google.com/schools.nyc.gov/sotru/home,,0,,0,,110,9,19000,MN11,Central Harlem South,CLAUDIA AGUIRRE,Principal,646-672-9020,212-360-5885,3,3,COMMUNITY SCHOOL DISTRICT 03,"LOUGHLIN, CHRISTINE",NYCDOE Borough Office - Manhattan,"CHU, YUET",28
02M150,M150,P.S. 150,DOE,General Academic,Elementary,334 GREENWICH STREET,https://ps150.net/,https://ps150.net/pta/,1,PTA General,1,,101,1,3900,MN24,SoHo-TriBeCa-Civic Center-Little Italy,Jennifer Bonnet,Principal,212-732-4392,212-766-5895,2,2,COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",NYCDOE Borough Office - Manhattan,"CHU, YUET",1
75K368,K368,P.S. 368,DOE,Special Education,K-12 all grades,70 TOMPKINS AVENUE,http://www.p368k.org/,http://www.p368k.org/pa.html,1,Parent Coordinator,1,-1,303,36,25700,BK75,Bedford,LAVERNE PETER,Principal,718-388-9494,718-302-4481,14,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,79
75K369,K369,P.S. K369 - Coy L. Cox School,DOE,Special Education,K-12 all grades,383 STATE STREET,http://www.369k.org/,http://www.369k.org/parent-association.html,0,,0,,302,33,4100,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Majorie Dalrymple,Principal,718-852-1701,718-624-6746,15,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,84
75K370,K370,P.S. 370,DOE,Special Education,K-12 all grades,3000 WEST 1 STREET,https://370k.org/,https://370k.org/pa.html,0,,0,,313,48,35602,BK23,West Brighton,SUSAN MILLER,Principal,718-372-3777,718-449-4082,21,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,60
75K372,K372,P.S. 372 -The Children's School,DOE,Special Education,K-8,512 CARROLL STREET,https://inclusions.org/,https://inclusions.org/pta-mission/,1,PTA General,1,,306,39,11900,BK37,Park Slope-Gowanus,Rosa Amato,Principal,718-624-5271,718-522-1879,15,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,78
17K375,K375,P.S. 375 Jackie Robinson School,DOE,General Academic,Elementary,46 MCKEEVER PLACE,https://sites.google.com/schools.nyc.gov/jackierobinsonschoolps375/home,https://sites.google.com/schools.nyc.gov/jackierobinsonschoolps375/parentsguardians/pta-slt-elections?authuser=0,1,PTA General,1,,309,35,32500,BK63,Crown Heights South,Mecca Geters,I.A. Principal,718-693-6655,718-284-6433,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,71
32K376,K376,P.S. 376,DOE,General Academic,Elementary,194 HARMAN STREET,https://www.ps376.org/,https://www.ps376.org/psa,1,PTA General,1,,304,37,43100,BK77,Bushwick North,Maria Vera,I.A. Principal,718-573-0781,718-573-0769,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,83
32K377,K377,P.S. 377 Alejandrina B. De Gautier,DOE,General Academic,K-8,200 WOODBINE STREET,,,0,,0,,304,37,41500,BK78,Bushwick South,DOMINIC ZAGAMI,Principal,718-574-0325,718-574-1082,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,83
14K380,K380,P.S. 380 John Wayne Elementary,DOE,General Academic,Elementary,370 MARCY AVENUE,http://ps380.weebly.com/,http://ps380.weebly.com/pta-news--slt-meetings.html,0,,0,,301,33,53100,BK75,Bedford,VICTORIA PRISINZANO,Principal,718-388-0607,718-599-3231,14,14,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",NYCDOE Borough Office - Brooklyn North,NULL,90
22K381,K381,I. S. 381,DOE,General Academic,Junior High-Intermediate-Middle,2500 NOSTRAND AVENUE,https://www.is381.org/,,0,,0,,314,45,74800,BK43,Midwood,Victoria Hippolyte Agard,Principal,718-338-1534,718-338-2794,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,70
17K382,K382,Academy for College Preparation and Career Explora,DOE,General Academic,Secondary School,911 FLATBUSH AVENUE,https://www.academyforcollegeprep.com/,,0,,0,,314,40,79400,BK95,Erasmus,Joan Mosely,Principal,718-564-2566,718-564-2567,17,17,NULL,NULL,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,70
32K383,K383,J.H.S. 383 Philippa Schuyler,DOE,General Academic,Junior High-Intermediate-Middle,1300 GREENE AVENUE,https://philippaschuyler383.org/,https://philippaschuyler383.org/pta/,0,,0,,304,37,43100,BK77,Bushwick North,Jeanette Wigdorsky,Principal,718-574-0390,718-574-1366,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,83
32K384,K384,P.S. /I.S. 384 Frances E. Carter,DOE,General Academic,K-8,242 COOPER STREET,https://www.fec384.org/,https://www.fec384.org/pta,0,,0,,304,37,40900,BK77,Bushwick North,Claudia Harris,Principal,718-642-4890,718-642-5029,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,83
23K392,K392,I.S. 392,DOE,General Academic,Junior High-Intermediate-Middle,104 SUTTER AVENUE,https://www.k392.org/,https://www.k392.org/parents,1,PTA General,1,,316,41,90000,BK81,Brownsville,Ingrid Joseph,Principal,718-498-2491,718-346-2804,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,NULL,73
17K394,K394,M.S. K394,DOE,General Academic,K-8,188 ROCHESTER AVENUE,,,0,,0,,308,36,34700,BK61,Crown Heights North,SOJOURNER WELCH-DAVID,I.A. Principal,718-756-3164,718-756-3177,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,77
75K396,K396,P.S. K396,DOE,Special Education,K-8,110 CHESTER STREET,https://www.396k.org/,,0,,0,,316,41,92400,BK81,Brownsville,Keisha McCoy-Dailey,Principal,718-385-6200,718-345-3021,23,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,73
17K397,K397,P.S. 397 Foster-Laurie,DOE,General Academic,Elementary,490 FENIMORE STREET,http://www.fosterlaurie.org/,,0,,0,,309,40,81000,BK60,Prospect Lefferts Gardens-Wingate,Marie Casseus Monteau,Principal,718-774-5200,718-953-4856,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,71
17K398,K398,P.S. 398 Walter Weaver,DOE,General Academic,Elementary,60 EAST  94 STREET,https://ps398.ss11.sharpschool.com/,,0,,0,,317,41,88200,BK96,Rugby-Remsen Village,Ariana Butler Bass,I.A. Principal,718-774-4466,718-467-4018,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,67
17K399,K399,P.S. 399 Stanley Eugene Clark,DOE,General Academic,Elementary,2707 ALBEMARLE ROAD,,,0,,0,,317,40,82400,BK95,Erasmus,Lakeasha Williams,Principal,718-693-3023,718-940-0702,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,67
23K401,K401,Christopher Avenue Community School,DOE,General Academic,Elementary,51 CHRISTOPHER AVENUE,http://www.cacs401.org/,,0,,0,,316,37,90800,BK81,Brownsville,DEON MITCHELL,Principal,718-495-5761,718-495-5764,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,NULL,73
19K404,K404,Academy for Young Writers,DOE,General Academic,Secondary School,1065 ELTON STREET,http://young-writers.squarespace.com/,http://young-writers.squarespace.com/pta-information,0,,0,,305,42,107000,BK82,East New York,AADEN STERN,Principal,718-688-7230,718-688-7236,19,19,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,75
19K409,K409,East New York Family Academy,DOE,General Academic,Secondary School,145 PENNSYLVANIA AVENUE,https://www.enyfamilyacademy.org/,,0,,0,,305,37,114400,BK85,East New York (Pennsylvania Ave),Anthony Yard,Principal,718-498-5240,718-498-5246,19,19,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,75
14K414,K414,Brooklyn Arbor Elementary School,DOE,General Academic,Elementary,325 SOUTH  3 STREET,https://www.brooklynarbor.org/,https://www.brooklynarborpa.org/,1,PTA General,1,,301,34,52700,BK73,North Side-South Side,Eva Irizarry,Principal,718-963-0393,718-963-2083,14,14,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",NYCDOE Borough Office - Brooklyn North,NULL,90
19K422,K422,Spring Creek Community School,DOE,General Academic,Secondary School,1065 ELTON STREET,https://www.sccsbrooklyn.org/,https://www.sccsbrooklyn.org/parent_association,1,Parent Coordinator,1,,305,42,107000,BK82,East New York,Christina Koza,Principal,718-688-7200,718-688-7206,19,19,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,75
15K429,K429,Digital Arts and Cinema Technology High School,DOE,General Academic,Secondary School,284 BALTIC STREET,digitaltechhs.org,https://www.digitaltechhs.org/pta,0,,0,,306,33,6900,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Dawn Meconi,Principal,718-694-9741,718-694-9745,15,15,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,76
